order_id,order_date,customer_id,product_name,product_category,product_price,items_count,total_amount
384-18-6908,2022-10-25,119624,ASUS ROG Strix Z590-E Gaming Motherboard,Electronics,169.99,10,1699.9
587-93-5085,2022-09-15,138713,Wuthering Heights,Books,13.99,2,27.98
894-06-7852,2023-07-25,49810,Muffin,Bakery,2.99,5,14.95
694-10-1448,2023-11-25,63439,Levi's 501 Original Jeans,Clothes,60.0,3,180.0
107-54-6415,2022-05-07,71427,Whipping Cream,Dairy,4.49,9,40.41
422-12-4725,2022-10-22,62318,Microsoft Xbox Series X,Electronics,499.99,10,4999.9
647-44-3496,2023-10-01,79232,Prada Sunglasses,Clothes,250.0,5,1250.0
086-25-5552,2022-02-11,65386,Whipping Cream,Dairy,4.49,1,4.49
586-72-1991,2020-10-18,105955,The Lord of the Rings,Books,25.99,4,103.96
437-41-3297,2024-04-03,34155,Columbia Hiking Boots,Clothes,160.0,8,1280.0
173-06-8717,2021-07-02,115661,KitchenAid Stand Mixer,Home Appliances,299.99,9,2699.91
523-26-2631,2020-09-16,196081,Levi's 501 Original Jeans,Clothes,60.0,3,180.0
212-81-9594,2020-12-03,67535,The Lord of the Rings,Books,25.99,5,129.95
344-31-4942,2021-11-01,177379,Whole Wheat Bread,Bakery,3.99,3,11.97
648-68-2811,2022-04-23,132427,Instant Pot Duo 7-in-1,Home Appliances,89.0,3,267.0
238-33-4351,2023-09-18,147048,Apple iPhone 13,Electronics,799.0,6,4794.0
899-64-2355,2023-08-06,67443,Muffin,Bakery,2.99,2,5.98
557-33-5494,2023-09-19,44512,Whipping Cream,Dairy,4.49,5,22.45
170-46-9363,2022-12-12,96506,Broccoli,Vegetables,1.49,10,14.9
378-40-5745,2024-03-02,195624,Sennheiser Momentum True Wireless 2,Electronics,299.99,2,599.98
802-68-1658,2022-11-04,13563,Tommy Hilfiger Polo Shirt,Clothes,50.0,3,150.0
320-31-2719,2020-03-11,123892,The Alchemist,Books,15.99,7,111.93
359-54-9124,2022-07-11,154399,Apple iPad Pro 12.9",Electronics,999.0,4,3996.0
626-61-1634,2022-11-08,70770,Anker PowerCore Portable Charger,Electronics,39.99,2,79.98
860-12-4338,2024-07-24,104612,Pineapple,Fruits,3.99,3,11.97
363-04-8619,2023-05-27,32748,Broccoli,Vegetables,1.49,4,5.96
443-62-4424,2022-12-03,159133,Nikon D3500 DSLR Camera,Electronics,449.99,4,1799.96
019-65-2430,2021-04-23,28179,Roomba i7+ Robot Vacuum,Home Appliances,799.99,6,4799.94
676-20-2614,2022-09-04,193895,Watermelon,Fruits,4.99,8,39.92
040-04-9280,2023-09-20,148043,Dyson V11 Cordless Vacuum,Home Appliances,599.99,7,4199.93
291-09-0501,2020-02-03,95658,Sony 4K Ultra HD Blu-ray Player,Electronics,249.99,8,1999.92
703-43-3722,2021-05-09,104886,SanDisk Extreme Portable SSD,Electronics,159.99,7,1119.93
566-51-0455,2020-04-01,81356,Half & Half,Dairy,3.79,7,26.53
324-82-6854,2023-04-27,198820,The Alchemist,Books,15.99,1,15.99
701-83-3927,2021-01-05,17956,Anker PowerCore Portable Charger,Electronics,39.99,6,239.94
340-74-5701,2020-06-30,112910,Instant Pot Duo 7-in-1,Home Appliances,89.0,4,356.0
118-51-7114,2020-05-05,70267,Sony WF-1000XM4 Earbuds,Electronics,279.99,4,1119.96
652-71-8934,2024-01-31,172289,Adidas Ultraboost,Clothes,180.0,1,180.0
521-59-3840,2021-09-30,10019,Carrot,Vegetables,0.79,6,4.74
730-95-4292,2020-12-26,137515,War and Peace,Books,24.99,8,199.92
354-57-2832,2020-12-24,104580,Bose QuietComfort 35 II,Electronics,299.0,5,1495.0
334-49-1579,2020-12-16,111581,The Hobbit,Books,19.99,6,119.94
750-33-9568,2020-05-01,162495,Prada Sunglasses,Clothes,250.0,5,1250.0
279-95-8730,2024-05-12,185575,Amazon Echo Dot (4th Gen),Electronics,49.99,8,399.92
515-12-5291,2023-04-12,24260,Samsung Galaxy S21,Electronics,999.99,9,8999.91
278-68-6134,2021-12-01,104578,Bose SoundSport Free Earbuds,Electronics,199.99,2,399.98
207-73-3678,2023-08-13,35384,Ray-Ban Aviator Sunglasses,Clothes,150.0,5,750.0
748-60-9207,2021-11-14,176531,Jane Eyre,Books,14.99,8,119.92
517-56-5377,2022-01-02,101704,Pepper,Vegetables,1.99,9,17.91
188-06-7030,2021-07-29,114494,Samsung Galaxy S21,Electronics,999.99,9,8999.91
043-29-0439,2023-11-09,93927,Potato,Vegetables,0.99,4,3.96
407-28-9962,2022-06-24,146511,LG 27GL850-B Monitor,Electronics,89.99,8,719.92
685-55-3074,2021-03-22,143942,Garlic,Vegetables,0.69,8,5.52
323-22-8132,2022-10-25,62016,Banana,Fruits,0.59,8,4.72
503-02-9094,2022-07-06,15561,Apple Watch Series 7,Electronics,399.0,3,1197.0
255-51-5308,2023-10-26,172052,Instant Pot Duo 7-in-1,Home Appliances,89.0,5,445.0
753-33-1172,2022-11-16,148008,War and Peace,Books,24.99,6,149.94
448-48-7618,2022-06-14,2418,Peach,Fruits,2.99,5,14.95
827-24-2555,2020-03-18,60439,1984 by George Orwell,Books,9.99,9,89.91
388-41-1110,2024-05-10,96882,Cucumber,Vegetables,0.99,2,1.98
565-71-1446,2024-07-11,684,Intel Core i9-10900K Processor,Electronics,349.99,9,3149.91
439-60-1664,2023-06-13,160209,Adidas Originals Hoodie,Clothes,90.0,6,540.0
082-17-4292,2020-01-18,41835,Greek Yogurt,Dairy,6.99,3,20.97
508-03-3142,2024-03-27,18162,Bose SoundSport Free Earbuds,Electronics,199.99,7,1399.93
776-04-2331,2020-02-27,77643,Pineapple,Fruits,3.99,3,11.97
635-30-1654,2023-07-15,174561,Under Armour T-Shirt,Clothes,25.0,7,175.0
085-95-2155,2021-09-25,41607,Logitech G502 HERO Mouse,Electronics,229.99,8,1839.92
740-90-1678,2022-12-07,184545,The Hobbit,Books,19.99,9,179.91
753-14-1533,2022-11-02,21725,Levi's 501 Original Jeans,Clothes,60.0,4,240.0
106-44-8522,2023-10-20,19409,Banana,Fruits,0.59,1,0.59
257-40-7607,2022-04-21,129573,Cream Cheese,Dairy,3.49,4,13.96
788-15-3234,2024-04-15,192728,The Brothers Karamazov,Books,20.99,2,41.98
681-54-2203,2022-04-14,129985,Apple,Fruits,0.99,6,5.94
066-08-1307,2021-03-03,104416,Anker Soundcore Liberty Air 2 Pro,Electronics,129.99,2,259.98
299-65-7887,2021-09-15,6361,Garlic,Vegetables,0.69,1,0.69
127-29-1110,2021-05-05,159780,Levi's 501 Original Jeans,Clothes,60.0,5,300.0
898-08-2255,2020-01-06,185659,The Odyssey,Books,16.99,3,50.97
740-22-8585,2022-08-04,62016,Nikon D3500 DSLR Camera,Electronics,449.99,4,1799.96
064-31-3564,2022-03-12,20990,Apple MacBook Pro 16,Electronics,2399.0,1,2399.0
685-61-1777,2024-04-27,100219,Amazon Echo Dot (4th Gen),Electronics,49.99,9,449.91
447-17-9984,2022-01-04,65311,Puma Running Shoes,Clothes,100.0,9,900.0
690-30-9619,2024-06-04,163990,Noctua NH-D15 CPU Cooler,Electronics,99.99,10,999.9
785-08-5812,2021-04-05,15067,Logitech G502 HERO Mouse,Electronics,229.99,6,1379.94
609-78-3605,2020-10-26,67299,Sony 4K Ultra HD Blu-ray Player,Electronics,249.99,8,1999.92
109-53-0766,2021-10-26,191014,Apple,Fruits,0.99,10,9.9
720-87-6899,2021-02-01,72172,Apple Watch Series 7,Electronics,399.0,4,1596.0
458-47-1191,2022-05-09,46042,Logitech G502 HERO Mouse,Electronics,229.99,8,1839.92
032-16-7059,2020-11-20,16130,Amazon Echo Dot (4th Gen),Electronics,49.99,3,149.97
366-05-5764,2020-02-23,18560,Banana Bread,Bakery,4.99,3,14.97
089-84-4737,2020-03-23,132562,LG 27GL850-B Monitor,Electronics,89.99,6,539.94
492-33-7812,2023-05-18,104863,Sony WH-1000XM4 Headphones,Electronics,349.99,4,1399.96
115-18-5110,2023-03-15,17834,To Kill a Mockingbird,Books,14.99,5,74.95
032-31-2159,2024-01-21,57649,Samsung 65 4K UHD TV,Electronics,799.99,4,3199.96
323-34-0617,2021-11-30,85812,Samsung 980 PRO NVMe SSD,Electronics,199.99,8,1599.92
126-79-7915,2022-08-07,40386,KitchenAid Stand Mixer,Home Appliances,299.99,7,2099.93
766-76-3899,2021-06-28,186311,Corsair Vengeance LPX RAM,Electronics,699.0,1,699.0
736-60-5497,2023-12-10,154305,Nike Sportswear Tech Fleece,Clothes,130.0,8,1040.0
067-48-3901,2023-06-06,83630,Razer BlackWidow Elite Keyboard,Electronics,299.99,5,1499.95
032-28-9921,2020-03-26,8462,Fractal Design Meshify C,Electronics,69.99,3,209.97
582-21-5745,2024-07-11,99370,Gucci Belt,Clothes,200.0,8,1600.0
603-55-0596,2021-02-15,49645,Sony WF-1000XM4 Earbuds,Electronics,279.99,9,2519.91
588-03-1256,2024-03-29,55566,Razer BlackWidow Elite Keyboard,Electronics,299.99,6,1799.94
454-71-0548,2023-11-12,78334,Corsair K95 RGB Platinum Keyboard,Electronics,129.99,9,1169.91
351-32-3570,2022-11-01,5410,Sony PlayStation 5,Electronics,499.99,10,4999.9
774-51-9014,2022-05-08,61469,Google Nest Hub,Electronics,89.99,10,899.9
553-10-8324,2022-03-27,29590,G.Skill Trident Z RGB RAM,Electronics,649.0,5,3245.0
657-86-7668,2023-06-08,127043,Corsair Hydro Series H100i,Electronics,129.99,10,1299.9
754-95-4789,2022-04-04,186557,Organic Whole Milk,Dairy,4.99,8,39.92
498-80-9695,2020-01-27,140015,Amazon Echo Dot (4th Gen),Electronics,49.99,8,399.92
037-72-6145,2023-03-18,194355,Moby Dick,Books,17.99,3,53.97
539-70-0570,2024-05-26,199539,War and Peace,Books,24.99,5,124.95
236-01-1781,2020-10-07,143428,Banana Bread,Bakery,4.99,3,14.97
737-30-6986,2020-08-29,34876,The Lord of the Rings,Books,25.99,2,51.98
783-43-5966,2023-01-19,26480,Mozzarella Cheese,Dairy,8.99,7,62.93
072-49-3833,2023-08-22,120017,JBL Charge 4 Speaker,Electronics,149.99,8,1199.92
002-72-7629,2020-08-21,92172,The Catcher in the Rye,Books,12.99,7,90.93
214-66-6158,2020-03-22,74217,Tommy Hilfiger Polo Shirt,Clothes,50.0,10,500.0
279-97-6681,2020-05-23,54087,Crime and Punishment,Books,18.99,2,37.98
484-87-2761,2023-10-22,169424,Sourdough Bread,Bakery,4.99,4,19.96
354-82-7016,2020-05-12,108871,Corsair Vengeance LPX RAM,Electronics,699.0,3,2097.0
739-78-5396,2023-03-26,54064,Bagel,Bakery,1.99,1,1.99
789-61-2129,2022-10-24,123032,Fractal Design Meshify C,Electronics,69.99,4,279.96
402-29-4565,2021-07-16,183170,ASUS ROG Strix Z590-E Gaming Motherboard,Electronics,169.99,1,169.99
656-10-3476,2023-12-18,18341,JBL Charge 4 Speaker,Electronics,149.99,6,899.94
721-10-0132,2024-04-10,129123,Noctua NH-D15 CPU Cooler,Electronics,99.99,3,299.97
477-28-2847,2024-01-24,56168,AMD Ryzen 9 5900X Processor,Electronics,179.99,10,1799.9
565-46-8189,2023-04-20,63349,Burberry Scarf,Clothes,120.0,4,480.0
860-26-2558,2023-08-04,56081,Bagel,Bakery,1.99,7,13.93
800-78-2105,2023-04-14,178814,War and Peace,Books,24.99,1,24.99
217-80-3360,2022-09-03,67760,The Iliad,Books,15.99,3,47.97
222-40-1154,2022-12-13,138002,NZXT H510 Elite Case,Electronics,199.99,2,399.98
136-15-8977,2021-12-21,118459,Chocolate Chip Cookies,Bakery,2.99,1,2.99
843-73-5520,2022-11-22,165364,Puma Running Shoes,Clothes,100.0,3,300.0
577-46-0100,2022-07-05,158356,Grapes,Fruits,2.49,6,14.94
680-92-9548,2023-10-14,4700,Apple Watch Series 7,Electronics,399.0,2,798.0
741-18-2207,2021-05-14,152239,Garlic,Vegetables,0.69,2,1.38
431-93-0327,2024-01-20,55688,Lettuce,Vegetables,1.49,3,4.47
620-77-6819,2021-09-10,82110,Sony WF-1000XM4 Earbuds,Electronics,279.99,4,1119.96
585-19-6759,2023-02-18,153959,Razer BlackWidow Elite Keyboard,Electronics,299.99,9,2699.91
226-40-0635,2023-04-24,96860,Bose SoundSport Free Earbuds,Electronics,199.99,5,999.95
373-06-3973,2022-06-24,106281,Hamilton Beach Juicer,Home Appliances,99.99,5,499.95
829-65-1113,2020-10-12,135162,Broccoli,Vegetables,1.49,7,10.43
402-11-3361,2020-08-30,16229,Samsung Galaxy S21,Electronics,999.99,1,999.99
658-65-7897,2020-10-25,39232,Sony WH-1000XM4 Headphones,Electronics,349.99,9,3149.91
887-36-3480,2022-07-23,20732,Adidas Ultraboost,Clothes,180.0,2,360.0
347-37-9231,2020-08-23,123888,To Kill a Mockingbird,Books,14.99,5,74.95
346-85-4884,2024-06-25,95756,Samsung Galaxy Tab S7,Electronics,649.99,7,4549.93
326-11-4415,2023-04-24,196080,Potato,Vegetables,0.99,1,0.99
884-11-8117,2021-08-24,177210,Under Armour T-Shirt,Clothes,25.0,6,150.0
411-69-8850,2021-10-28,82002,Watermelon,Fruits,4.99,6,29.94
362-79-3108,2023-04-30,143900,Cream Cheese,Dairy,3.49,4,13.96
144-70-4395,2021-09-05,72124,Butter,Dairy,3.99,5,19.95
429-40-8009,2023-01-29,16756,GoPro HERO9 Black,Electronics,399.99,6,2399.94
608-83-2704,2021-11-23,143107,Greek Yogurt,Dairy,6.99,8,55.92
166-48-8570,2022-03-22,75886,Bose QuietComfort 35 II,Electronics,299.0,4,1196.0
342-65-1778,2022-04-28,77661,Canon EOS Rebel T7,Electronics,479.99,2,959.98
540-50-2139,2020-11-14,68226,Half & Half,Dairy,3.79,2,7.58
079-97-5760,2021-06-09,60050,Gucci Belt,Clothes,200.0,6,1200.0
382-25-2605,2024-06-04,139685,Half & Half,Dairy,3.79,6,22.74
295-10-1544,2023-11-10,196987,ASUS ROG Strix Z590-E Gaming Motherboard,Electronics,169.99,4,679.96
383-40-9908,2024-05-19,36221,Apple iPhone 13,Electronics,799.0,9,7191.0
115-30-5206,2021-06-17,42365,Jane Eyre,Books,14.99,8,119.92
366-21-3796,2020-09-20,68599,Croissant,Bakery,2.49,2,4.98
461-62-5706,2022-11-10,180439,Blueberry,Fruits,3.99,7,27.93
289-60-2313,2022-10-11,155601,Google Nest Hub,Electronics,89.99,5,449.95
333-86-5336,2021-01-16,102855,NVIDIA GeForce RTX 3080,Electronics,129.99,7,909.93
465-93-3596,2021-08-13,195809,G.Skill Trident Z RGB RAM,Electronics,649.0,5,3245.0
289-43-9737,2023-01-25,44014,Adidas Originals Hoodie,Clothes,90.0,7,630.0
108-15-6060,2021-03-29,51656,Razer DeathAdder V2 Mouse,Electronics,199.99,7,1399.93
611-94-1515,2021-06-04,190602,Half & Half,Dairy,3.79,7,26.53
039-88-5755,2021-09-12,98661,Jabra Elite 85t Earbuds,Electronics,229.99,3,689.97
240-65-6981,2020-08-16,16418,Sony WF-1000XM4 Earbuds,Electronics,279.99,4,1119.96
249-09-0389,2023-02-23,55032,Sennheiser Momentum True Wireless 2,Electronics,299.99,8,2399.92
873-80-8372,2024-04-03,75955,MSI MAG B550 TOMAHAWK Motherboard,Electronics,89.99,1,89.99
884-97-4578,2022-11-17,103751,Samsung Galaxy S21,Electronics,999.99,1,999.99
583-99-2534,2023-11-29,9836,AMD Ryzen 9 5900X Processor,Electronics,179.99,1,179.99
129-22-1601,2022-01-01,175874,Blueberry Scone,Bakery,3.49,9,31.41
256-52-0985,2020-11-30,181374,Corsair Hydro Series H100i,Electronics,129.99,9,1169.91
030-47-5483,2022-10-09,79202,1984 by George Orwell,Books,9.99,7,69.93
423-36-0923,2024-06-06,196609,Corsair Vengeance LPX RAM,Electronics,699.0,5,3495.0
027-23-7162,2021-06-29,102265,Samsung T7 Portable SSD,Electronics,79.99,6,479.94
532-40-8574,2022-04-19,113814,WD My Passport External Hard Drive,Electronics,449.99,9,4049.91
584-78-2149,2021-09-01,102130,Grapes,Fruits,2.49,1,2.49
005-45-3536,2024-01-18,100474,Adidas Originals Hoodie,Clothes,90.0,4,360.0
392-93-3842,2021-04-27,194994,Seagate Backup Plus Slim,Electronics,199.99,8,1599.92
013-65-6432,2021-02-21,104293,Nespresso VertuoPlus,Home Appliances,189.99,3,569.97
516-92-6755,2020-03-18,151266,Levi's 501 Original Jeans,Clothes,60.0,9,540.0
362-52-6012,2020-11-25,15723,Apple iPad Pro 12.9",Electronics,999.0,6,5994.0
833-54-1251,2022-05-22,14699,Hermès Silk Tie,Clothes,220.0,6,1320.0
328-56-9141,2022-01-07,74152,Calvin Klein Boxers,Clothes,35.0,4,140.0
152-57-3103,2021-07-31,195796,Peach,Fruits,2.99,7,20.93
654-41-8028,2020-08-09,197003,Under Armour T-Shirt,Clothes,25.0,9,225.0
350-93-0090,2020-05-17,62543,Dyson V11 Cordless Vacuum,Home Appliances,599.99,6,3599.94
103-03-6777,2024-05-30,165769,Onion,Vegetables,0.89,4,3.56
733-94-0377,2024-02-28,182752,The Lord of the Rings,Books,25.99,8,207.92
703-94-9039,2022-07-02,135321,Apple iPhone 13,Electronics,799.0,9,7191.0
719-57-9155,2022-06-09,85908,Broccoli,Vegetables,1.49,1,1.49
407-58-0594,2021-12-11,84836,Mango,Fruits,2.49,4,9.96
541-05-6430,2021-04-19,56366,Crime and Punishment,Books,18.99,6,113.94
840-28-0895,2022-10-22,189707,Les Misérables,Books,27.99,7,195.93
830-64-9858,2023-04-03,49960,Muffin,Bakery,2.99,9,26.91
524-82-5821,2022-08-22,103199,Razer BlackWidow Elite Keyboard,Electronics,299.99,8,2399.92
365-85-1660,2020-10-18,50052,Anna Karenina,Books,22.99,8,183.92
868-84-7447,2024-07-22,160899,Anker PowerCore Portable Charger,Electronics,39.99,2,79.98
641-38-4112,2022-10-09,87181,Samsung T7 Portable SSD,Electronics,79.99,9,719.91
125-08-7842,2022-05-27,152201,Cream Cheese,Dairy,3.49,4,13.96
837-48-4233,2024-03-26,32379,Microsoft Xbox Series X,Electronics,499.99,6,2999.94
837-41-9626,2020-10-17,41568,NZXT H510 Elite Case,Electronics,199.99,8,1599.92
656-68-6221,2023-05-12,25459,MSI MAG B550 TOMAHAWK Motherboard,Electronics,89.99,2,179.98
400-17-8984,2020-02-15,195142,Apple iPad Pro 12.9",Electronics,999.0,4,3996.0
400-28-0425,2021-08-06,142535,AMD Radeon RX 6800 XT,Electronics,159.99,6,959.94
834-55-1960,2023-10-02,161914,GoPro HERO9 Black,Electronics,399.99,5,1999.95
032-27-3423,2020-02-01,87575,The Iliad,Books,15.99,10,159.9
447-09-7172,2022-04-11,49257,Armani Exchange Watch,Clothes,300.0,2,600.0
809-13-5609,2020-10-28,164053,Jabra Elite 85t Earbuds,Electronics,229.99,5,1149.95
319-60-0112,2023-10-05,74846,NVIDIA GeForce RTX 3080,Electronics,129.99,7,909.93
269-60-3995,2020-12-06,10624,Orange,Fruits,1.19,3,3.57
550-90-3850,2023-12-07,192227,Banana,Fruits,0.59,5,2.95
556-77-9811,2022-11-25,99976,Bose QuietComfort 35 II,Electronics,299.0,7,2093.0
476-91-6317,2021-09-10,122298,Dell XPS 13 Laptop,Electronics,1249.99,8,9999.92
114-92-4833,2024-06-11,175301,Banana,Fruits,0.59,8,4.72
873-29-1136,2022-10-08,63314,War and Peace,Books,24.99,5,124.95
267-32-6989,2022-12-19,166027,Apple AirPods Pro,Electronics,249.99,9,2249.91
362-36-2889,2023-05-16,105755,Strawberry,Fruits,2.99,8,23.92
042-40-1748,2023-01-29,180172,Pride and Prejudice,Books,7.99,4,31.96
246-97-2686,2023-12-18,65781,Razer BlackWidow Elite Keyboard,Electronics,299.99,8,2399.92
177-17-8755,2021-12-08,41482,Adidas Ultraboost,Clothes,180.0,8,1440.0
247-92-4840,2020-09-01,107638,Blueberry,Fruits,3.99,6,23.94
380-84-0225,2021-08-29,40464,KitchenAid Stand Mixer,Home Appliances,299.99,10,2999.9
694-61-4362,2023-02-16,87321,AMD Ryzen 9 5900X Processor,Electronics,179.99,6,1079.94
771-29-7104,2020-09-07,105548,Prada Sunglasses,Clothes,250.0,7,1750.0
538-38-5953,2021-08-03,66234,Potato,Vegetables,0.99,8,7.92
454-86-2056,2021-04-02,167376,Samsung Galaxy S21,Electronics,999.99,9,8999.91
350-31-8840,2023-05-03,55477,Ralph Lauren Sweater,Clothes,85.0,1,85.0
834-89-8181,2020-07-04,34192,Whole Wheat Bread,Bakery,3.99,4,15.96
474-11-8810,2021-03-26,170041,Logitech MX Master 3 Mouse,Electronics,99.99,5,499.95
119-25-3624,2024-03-01,107498,NVIDIA GeForce RTX 3080,Electronics,129.99,7,909.93
157-76-9226,2023-09-22,59431,Samsung 65 4K UHD TV,Electronics,799.99,6,4799.94
482-79-2754,2021-12-12,130441,Onion,Vegetables,0.89,6,5.34
054-30-9397,2021-10-23,44446,JBL Charge 4 Speaker,Electronics,149.99,10,1499.9
274-61-8517,2023-08-19,88731,Gucci Belt,Clothes,200.0,10,2000.0
655-49-2211,2020-05-10,71152,Broccoli,Vegetables,1.49,10,14.9
131-20-7631,2023-05-03,4612,Nespresso VertuoPlus,Home Appliances,189.99,2,379.98
317-79-5087,2020-11-03,141939,Pride and Prejudice,Books,7.99,4,31.96
848-07-7943,2024-07-27,142182,KitchenAid Stand Mixer,Home Appliances,299.99,1,299.99
548-30-4872,2023-10-18,19481,Blueberry Scone,Bakery,3.49,1,3.49
833-95-3611,2020-05-24,64404,Sourdough Bread,Bakery,4.99,4,19.96
606-99-1338,2020-05-20,18908,Adidas Ultraboost,Clothes,180.0,8,1440.0
017-42-5507,2020-06-02,52219,Sour Cream,Dairy,2.99,2,5.98
030-57-0135,2021-07-30,42993,Potato,Vegetables,0.99,4,3.96
523-49-0362,2024-02-16,109734,Mango,Fruits,2.49,9,22.41
465-71-6013,2022-07-05,178701,JBL Charge 4 Speaker,Electronics,149.99,4,599.96
635-39-3975,2023-11-06,169140,Instant Pot Duo 7-in-1,Home Appliances,89.0,8,712.0
642-97-2474,2023-06-22,20863,Columbia Hiking Boots,Clothes,160.0,3,480.0
143-34-5197,2020-05-14,45483,Versace Perfume,Clothes,90.0,1,90.0
780-70-3558,2022-03-25,93181,SteelSeries Arctis 7 Headset,Electronics,249.99,6,1499.94
195-14-0416,2021-02-21,56307,Fractal Design Meshify C,Electronics,69.99,6,419.94
451-81-3389,2021-01-22,95261,Apple iPad Pro 12.9",Electronics,999.0,9,8991.0
224-59-4409,2020-08-26,70183,Armani Exchange Watch,Clothes,300.0,2,600.0
310-87-2425,2024-07-06,80830,Crime and Punishment,Books,18.99,3,56.97
516-53-3904,2023-08-24,57742,BenQ ZOWIE XL2411P Monitor,Electronics,159.99,6,959.94
855-09-7993,2021-03-19,187763,Crime and Punishment,Books,18.99,2,37.98
130-28-5480,2020-11-05,132197,Sony PlayStation 5,Electronics,499.99,9,4499.91
561-19-9064,2021-11-02,13397,Potato,Vegetables,0.99,9,8.91
872-87-3414,2021-05-04,111811,Corsair Vengeance LPX RAM,Electronics,699.0,6,4194.0
817-61-1989,2022-06-08,50300,Keurig K-Elite Coffee Maker,Home Appliances,159.99,4,639.96
316-08-1525,2020-03-01,105268,G.Skill Trident Z RGB RAM,Electronics,649.0,6,3894.0
741-60-9892,2023-07-24,95270,Armani Exchange Watch,Clothes,300.0,1,300.0
419-24-5735,2024-03-16,10221,Cheddar Cheese,Dairy,7.99,1,7.99
377-74-1114,2024-04-27,121457,SteelSeries Arctis 7 Headset,Electronics,249.99,8,1999.92
216-43-0855,2022-10-02,197655,Nike Sportswear Tech Fleece,Clothes,130.0,5,650.0
198-50-5901,2022-06-20,189996,Whole Wheat Bread,Bakery,3.99,10,39.9
099-93-1288,2023-08-14,182096,Apple iPad Pro 12.9",Electronics,999.0,10,9990.0
018-11-2465,2021-04-26,96083,Harry Potter and the Sorcerer's Stone,Books,29.99,7,209.93
500-17-7556,2023-07-13,33684,Hermès Silk Tie,Clothes,220.0,1,220.0
563-88-7727,2020-01-10,106735,Adidas Ultraboost,Clothes,180.0,1,180.0
508-68-2357,2020-11-13,4277,Apple MacBook Pro 16,Electronics,2399.0,8,19192.0
550-94-3783,2022-03-24,133751,The Divine Comedy,Books,30.99,6,185.94
708-08-4826,2024-05-09,22736,LG 27GL850-B Monitor,Electronics,89.99,2,179.98
617-82-4717,2020-06-25,181575,Razer DeathAdder V2 Mouse,Electronics,199.99,9,1799.91
226-82-6848,2020-08-29,190719,Patagonia Fleece Jacket,Clothes,140.0,1,140.0
164-24-2962,2023-01-23,39973,Puma Running Shoes,Clothes,100.0,1,100.0
282-30-5113,2020-10-08,197059,Cottage Cheese,Dairy,5.99,7,41.93
571-93-9824,2020-02-18,119775,Blueberry,Fruits,3.99,10,39.9
607-19-6431,2020-11-13,50972,Gucci Belt,Clothes,200.0,4,800.0
486-86-3973,2021-12-29,16382,Armani Exchange Watch,Clothes,300.0,6,1800.0
023-32-6436,2024-04-23,109754,AMD Radeon RX 6800 XT,Electronics,159.99,8,1279.92
064-16-6900,2024-07-21,71961,The Catcher in the Rye,Books,12.99,7,90.93
667-83-1341,2021-07-07,1026,Greek Yogurt,Dairy,6.99,6,41.94
028-87-2656,2023-08-27,69282,Samsung 65 4K UHD TV,Electronics,799.99,7,5599.93
476-64-1608,2020-05-11,85549,Cucumber,Vegetables,0.99,5,4.95
132-13-1680,2023-06-07,123255,Sony WF-1000XM4 Earbuds,Electronics,279.99,3,839.97
846-13-2897,2021-07-04,175934,Peach,Fruits,2.99,3,8.97
576-33-3808,2024-01-10,140387,Anna Karenina,Books,22.99,9,206.91
829-33-1502,2023-07-16,40281,Greek Yogurt,Dairy,6.99,10,69.9
212-91-4083,2022-12-27,49280,Anker Soundcore Liberty Air 2 Pro,Electronics,129.99,4,519.96
531-33-6627,2021-12-02,195123,Cucumber,Vegetables,0.99,7,6.93
688-73-7370,2020-03-14,11780,Garlic,Vegetables,0.69,2,1.38
777-81-7786,2022-10-12,79147,ASUS ROG Strix Z590-E Gaming Motherboard,Electronics,169.99,6,1019.94
623-89-2598,2022-09-19,176303,Puma Running Shoes,Clothes,100.0,1,100.0
892-55-9228,2021-06-16,49159,Apple Watch Series 7,Electronics,399.0,1,399.0
812-77-4643,2023-01-29,53094,Razer BlackWidow Elite Keyboard,Electronics,299.99,2,599.98
649-81-7592,2021-05-11,121619,GoPro HERO9 Black,Electronics,399.99,8,3199.92
373-21-7654,2021-03-03,163138,Amazon Echo Dot (4th Gen),Electronics,49.99,3,149.97
396-78-1554,2024-02-28,88340,Corsair Hydro Series H100i,Electronics,129.99,10,1299.9
713-33-4751,2023-01-25,122258,Samsung 980 PRO NVMe SSD,Electronics,199.99,10,1999.9
441-51-3729,2023-09-05,182883,Calvin Klein Boxers,Clothes,35.0,9,315.0
135-88-0825,2020-07-31,112483,Seagate Backup Plus Slim,Electronics,199.99,4,799.96
761-01-6116,2022-12-17,166435,HyperX Cloud II Headset,Electronics,189.99,7,1329.93
570-21-6414,2021-07-05,43995,ASUS ROG Strix Z590-E Gaming Motherboard,Electronics,169.99,4,679.96
172-61-8798,2023-11-24,35510,AMD Ryzen 9 5900X Processor,Electronics,179.99,7,1259.93
066-69-6737,2021-12-15,157531,Sour Cream,Dairy,2.99,6,17.94
410-89-1047,2021-05-21,19764,Half & Half,Dairy,3.79,4,15.16
734-90-5554,2022-04-11,82573,Razer BlackWidow Elite Keyboard,Electronics,299.99,6,1799.94
788-82-6713,2023-05-13,82593,Bagel,Bakery,1.99,4,7.96
694-20-5562,2024-07-06,99367,Sony WH-1000XM4 Headphones,Electronics,349.99,3,1049.97
352-59-1671,2022-08-18,163795,Cucumber,Vegetables,0.99,3,2.97
